수집시각,순위,영화명,개봉일,예매율,예매관객수,누적관객수
2026-09-03 21:21:07,22,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,729","6,632"
2026-09-03 21:21:07,23,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,648","181,576"
2026-09-03 21:21:07,24,사진의 얼굴,2026-09-02,0.2%,"1,554","1,418"
2026-09-03 21:21:07,25,오크 스트리트의 마지막 날,2026-08-26,0.2%,"1,548","121,310"
2026-09-03 21:32:17,1,오디세이,2026-08-05,57.9%,"387,174","9,231,200"
2026-09-03 21:32:17,2,인턴,2026-09-16,7.3%,"49,160",0
2026-09-03 21:32:17,3,암살자(들),2026-09-23,7.1%,"47,504",0
2026-09-03 21:32:17,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.4%,"36,169","8,626,135"
2026-09-03 21:32:17,5,옵세션,2026-09-02,3.2%,"21,221","24,894"
2026-09-03 21:32:17,6,비광,2026-09-02,2.7%,"18,041","17,831"
2026-09-03 21:32:17,7,경주기행,2026-08-26,2.6%,"17,448","238,503"
2026-09-03 21:32:17,8,싱 어게인,2026-09-02,1.9%,"12,780","11,889"
2026-09-03 21:32:17,9,호프,2026-07-15,1.2%,"7,955","4,537,884"
2026-09-03 21:32:17,10,딥 워터,2026-09-09,0.8%,"5,431",126
2026-09-03 21:32:17,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"3,849","302,945"
2026-09-03 21:32:17,12,더 드라마,2026-09-09,0.5%,"3,491","1,615"
2026-09-03 21:32:17,13,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,429","87,628"
2026-09-03 21:32:17,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,321",0
2026-09-03 21:32:17,15,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-03 21:32:17,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,350","841,468"
2026-09-03 21:32:17,17,인 더 그레이,2026-09-02,0.3%,"2,270","3,115"
2026-09-03 21:32:17,18,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.3%,"2,102","75,872"
2026-09-03 21:32:17,19,타짜: 벨제붑의 노래,2026-09-23,0.3%,"1,916",0
2026-09-03 21:32:17,20,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,911","15,588"
2026-09-03 21:32:17,21,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"1,843","410,932"
2026-09-03 21:32:17,22,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,816","1,095,472"
2026-09-03 21:32:17,23,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,736","6,632"
2026-09-03 21:32:17,24,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,655","181,576"
2026-09-03 21:32:17,25,오크 스트리트의 마지막 날,2026-08-26,0.2%,"1,572","121,310"
2026-09-03 22:21:07,1,오디세이,2026-08-05,57.9%,"394,116","9,231,200"
2026-09-03 22:21:07,2,인턴,2026-09-16,7.2%,"49,258",0
2026-09-03 22:21:07,3,암살자(들),2026-09-23,7.0%,"47,509",0
2026-09-03 22:21:07,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.5%,"37,231","8,626,135"
2026-09-03 22:21:07,5,옵세션,2026-09-02,3.3%,"22,330","24,894"
2026-09-03 22:21:07,6,비광,2026-09-02,2.7%,"18,204","17,831"
2026-09-03 22:21:07,7,경주기행,2026-08-26,2.6%,"17,777","238,503"
2026-09-03 22:21:07,8,싱 어게인,2026-09-02,1.9%,"13,113","11,889"
2026-09-03 22:21:07,9,호프,2026-07-15,1.2%,"8,014","4,537,884"
2026-09-03 22:21:07,10,딥 워터,2026-09-09,0.8%,"5,430",126
2026-09-03 22:21:07,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"3,923","302,945"
2026-09-03 22:21:07,12,더 드라마,2026-09-09,0.5%,"3,517","1,615"
2026-09-03 22:21:07,13,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,501","87,628"
2026-09-03 22:21:07,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,349",0
2026-09-03 22:21:07,15,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-03 22:21:07,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,498","841,468"
2026-09-03 22:21:07,17,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.3%,"2,321","75,872"
2026-09-03 22:21:07,18,인 더 그레이,2026-09-02,0.3%,"2,290","3,115"
2026-09-03 22:21:07,19,타짜: 벨제붑의 노래,2026-09-23,0.3%,"1,985",0
2026-09-03 22:21:07,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"1,945","410,932"
2026-09-03 22:21:07,21,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,922","15,588"
2026-09-03 22:21:07,22,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,819","1,095,472"
2026-09-03 22:21:07,23,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,762","6,632"
2026-09-03 22:21:07,24,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,674","181,576"
2026-09-03 22:21:07,25,오크 스트리트의 마지막 날,2026-08-26,0.2%,"1,666","121,310"
2026-09-03 22:32:05,1,오디세이,2026-08-05,57.9%,"395,574","9,231,200"
2026-09-03 22:32:05,2,인턴,2026-09-16,7.2%,"49,278",0
2026-09-03 22:32:05,3,암살자(들),2026-09-23,7.0%,"47,515",0
2026-09-03 22:32:05,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.5%,"37,432","8,626,135"
2026-09-03 22:32:05,5,옵세션,2026-09-02,3.3%,"22,600","24,894"
2026-09-03 22:32:05,6,비광,2026-09-02,2.7%,"18,236","17,831"
2026-09-03 22:32:05,7,경주기행,2026-08-26,2.6%,"17,842","238,503"
2026-09-03 22:32:05,8,싱 어게인,2026-09-02,1.9%,"13,170","11,889"
2026-09-03 22:32:05,9,호프,2026-07-15,1.2%,"8,040","4,537,884"
2026-09-03 22:32:05,10,딥 워터,2026-09-09,0.8%,"5,433",126
2026-09-03 22:32:05,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"3,931","302,945"
2026-09-03 22:32:05,12,더 드라마,2026-09-09,0.5%,"3,524","1,615"
2026-09-03 22:32:05,13,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,512","87,628"
2026-09-03 22:32:05,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,358",0
2026-09-03 22:32:05,15,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-03 22:32:05,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,517","841,468"
2026-09-03 22:32:05,17,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.3%,"2,343","75,872"
2026-09-03 22:32:05,18,인 더 그레이,2026-09-02,0.3%,"2,288","3,115"
2026-09-03 22:32:05,19,타짜: 벨제붑의 노래,2026-09-23,0.3%,"1,993",0
2026-09-03 22:32:05,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"1,960","410,932"
2026-09-03 22:32:05,21,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,926","15,588"
2026-09-03 22:32:05,22,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,819","1,095,472"
2026-09-03 22:32:05,23,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,768","6,632"
2026-09-03 22:32:05,24,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,677","181,576"
2026-09-03 22:32:05,25,오크 스트리트의 마지막 날,2026-08-26,0.2%,"1,676","121,310"
2026-09-03 23:21:07,1,오디세이,2026-08-05,57.9%,"400,615","9,231,200"
2026-09-03 23:21:07,2,인턴,2026-09-16,7.1%,"49,369",0
2026-09-03 23:21:07,3,암살자(들),2026-09-23,6.9%,"47,554",0
2026-09-03 23:21:07,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.6%,"38,662","8,626,135"
2026-09-03 23:21:07,5,옵세션,2026-09-02,3.4%,"23,797","24,894"
2026-09-03 23:21:07,6,비광,2026-09-02,2.6%,"18,345","17,831"
2026-09-03 23:21:07,7,경주기행,2026-08-26,2.6%,"18,119","238,503"
2026-09-03 23:21:07,8,싱 어게인,2026-09-02,2.0%,"13,564","11,889"
2026-09-03 23:21:07,9,호프,2026-07-15,1.2%,"8,097","4,537,884"
2026-09-03 23:21:07,10,딥 워터,2026-09-09,0.8%,"5,433",126
2026-09-03 23:21:07,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"3,969","302,945"
2026-09-03 23:21:07,12,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,576","87,628"
2026-09-03 23:21:07,13,더 드라마,2026-09-09,0.5%,"3,537","1,615"
2026-09-03 23:21:07,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,381",0
2026-09-03 23:21:07,15,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-03 23:21:07,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,638","841,468"
2026-09-03 23:21:07,17,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.4%,"2,526","75,872"
2026-09-03 23:21:07,18,인 더 그레이,2026-09-02,0.3%,"2,301","3,115"
2026-09-03 23:21:07,19,타짜: 벨제붑의 노래,2026-09-23,0.3%,"2,114",0
2026-09-03 23:21:07,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"2,070","410,932"
2026-09-03 23:21:07,21,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,943","15,588"
2026-09-03 23:21:07,22,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,825","1,095,472"
2026-09-03 23:21:07,23,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,800","6,632"
2026-09-03 23:21:07,24,오크 스트리트의 마지막 날,2026-08-26,0.2%,"1,730","121,310"
2026-09-03 23:21:07,25,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,701","181,576"
2026-09-03 23:31:43,1,오디세이,2026-08-05,57.9%,"401,756","9,231,200"
2026-09-03 23:31:43,2,인턴,2026-09-16,7.1%,"49,383",0
2026-09-03 23:31:43,3,암살자(들),2026-09-23,6.8%,"47,556",0
2026-09-03 23:31:43,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.6%,"38,871","8,626,135"
2026-09-03 23:31:43,5,옵세션,2026-09-02,3.5%,"24,031","24,894"
2026-09-03 23:31:43,6,비광,2026-09-02,2.6%,"18,363","17,831"
2026-09-03 23:31:43,7,경주기행,2026-08-26,2.6%,"18,170","238,503"
2026-09-03 23:31:43,8,싱 어게인,2026-09-02,2.0%,"13,631","11,889"
2026-09-03 23:31:43,9,호프,2026-07-15,1.2%,"8,115","4,537,884"
2026-09-03 23:31:43,10,딥 워터,2026-09-09,0.8%,"5,434",126
2026-09-03 23:31:43,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"3,981","302,945"
2026-09-03 23:31:43,12,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,587","87,628"
2026-09-03 23:31:43,13,더 드라마,2026-09-09,0.5%,"3,542","1,615"
2026-09-03 23:31:43,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,391",0
2026-09-03 23:31:43,15,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-03 23:31:43,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,647","841,468"
2026-09-03 23:31:43,17,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.4%,"2,553","75,872"
2026-09-03 23:31:43,18,인 더 그레이,2026-09-02,0.3%,"2,307","3,115"
2026-09-03 23:31:43,19,타짜: 벨제붑의 노래,2026-09-23,0.3%,"2,143",0
2026-09-03 23:31:43,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"2,089","410,932"
2026-09-03 23:31:43,21,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,949","15,588"
2026-09-03 23:31:43,22,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,831","1,095,472"
2026-09-03 23:31:43,23,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,801","6,632"
2026-09-03 23:31:43,24,오크 스트리트의 마지막 날,2026-08-26,0.3%,"1,740","121,310"
2026-09-03 23:31:43,25,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,693","181,576"
2026-09-04 00:21:07,1,오디세이,2026-08-05,57.9%,"406,254","9,329,593"
2026-09-04 00:21:07,2,인턴,2026-09-16,7.0%,"49,461",0
2026-09-04 00:21:07,3,암살자(들),2026-09-23,6.8%,"47,605",145
2026-09-04 00:21:07,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.6%,"39,611","8,645,352"
2026-09-04 00:21:07,5,옵세션,2026-09-02,3.6%,"25,082","46,640"
2026-09-04 00:21:07,6,비광,2026-09-02,2.6%,"18,436","30,542"
2026-09-04 00:21:07,7,경주기행,2026-08-26,2.6%,"18,333","248,129"
2026-09-04 00:21:07,8,싱 어게인,2026-09-02,2.0%,"13,860","21,537"
2026-09-04 00:21:07,9,호프,2026-07-15,1.2%,"8,173","4,538,441"
2026-09-04 00:21:07,10,딥 워터,2026-09-09,0.8%,"5,438",126
2026-09-04 00:21:07,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"4,006","304,593"
2026-09-04 00:21:07,12,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,661","87,628"
2026-09-04 00:21:07,13,더 드라마,2026-09-09,0.5%,"3,571","1,615"
2026-09-04 00:21:07,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,418",0
2026-09-04 00:21:07,15,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.4%,"2,688","75,872"
2026-09-04 00:21:07,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,685","841,991"
2026-09-04 00:21:07,17,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-04 00:21:07,18,인 더 그레이,2026-09-02,0.3%,"2,326","4,453"
2026-09-04 00:21:07,19,타짜: 벨제붑의 노래,2026-09-23,0.3%,"2,254",0
2026-09-04 00:21:07,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"2,155","412,676"
2026-09-04 00:21:07,21,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,969","16,002"
2026-09-04 00:21:07,22,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,830","1,095,759"
2026-09-04 00:21:07,23,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,810","6,904"
2026-09-04 00:21:07,24,오크 스트리트의 마지막 날,2026-08-26,0.3%,"1,772","122,988"
2026-09-04 00:21:07,25,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,730","182,838"
2026-09-04 00:31:51,1,오디세이,2026-08-05,57.9%,"407,005","9,329,601"
2026-09-04 00:31:51,2,인턴,2026-09-16,7.0%,"49,466",0
2026-09-04 00:31:51,3,암살자(들),2026-09-23,6.8%,"47,630",145
2026-09-04 00:31:51,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.7%,"39,781","8,645,353"
2026-09-04 00:31:51,5,옵세션,2026-09-02,3.6%,"25,271","46,640"
2026-09-04 00:31:51,6,비광,2026-09-02,2.6%,"18,460","30,544"
2026-09-04 00:31:51,7,경주기행,2026-08-26,2.6%,"18,364","248,129"
2026-09-04 00:31:51,8,싱 어게인,2026-09-02,2.0%,"13,922","21,542"
2026-09-04 00:31:51,9,호프,2026-07-15,1.2%,"8,180","4,538,441"
2026-09-04 00:31:51,10,딥 워터,2026-09-09,0.8%,"5,439",126
2026-09-04 00:31:51,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"4,006","304,593"
2026-09-04 00:31:51,12,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,683","87,628"
2026-09-04 00:31:51,13,더 드라마,2026-09-09,0.5%,"3,576","1,615"
2026-09-04 00:31:51,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,421",0
2026-09-04 00:31:51,15,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.4%,"2,713","75,872"
2026-09-04 00:31:51,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,686","841,991"
2026-09-04 00:31:51,17,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-04 00:31:51,18,인 더 그레이,2026-09-02,0.3%,"2,328","4,453"
2026-09-04 00:31:51,19,타짜: 벨제붑의 노래,2026-09-23,0.3%,"2,262",0
2026-09-04 00:31:51,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"2,166","412,676"
2026-09-04 00:31:51,21,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,979","16,002"
2026-09-04 00:31:51,22,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,832","1,095,759"
2026-09-04 00:31:51,23,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,813","6,904"
2026-09-04 00:31:51,24,오크 스트리트의 마지막 날,2026-08-26,0.3%,"1,784","122,988"
2026-09-04 00:31:51,25,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,729","182,838"
2026-09-04 01:21:07,1,오디세이,2026-08-05,57.8%,"409,302","9,329,602"
2026-09-04 01:21:07,2,인턴,2026-09-16,7.0%,"49,528",0
2026-09-04 01:21:07,3,암살자(들),2026-09-23,6.7%,"47,653",145
2026-09-04 01:21:07,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.7%,"40,225","8,645,356"
2026-09-04 01:21:07,5,옵세션,2026-09-02,3.7%,"26,029","46,652"
2026-09-04 01:21:07,6,비광,2026-09-02,2.6%,"18,480","30,546"
2026-09-04 01:21:07,7,경주기행,2026-08-26,2.6%,"18,465","248,131"
2026-09-04 01:21:07,8,싱 어게인,2026-09-02,2.0%,"14,067","21,548"
2026-09-04 01:21:07,9,호프,2026-07-15,1.2%,"8,215","4,538,441"
2026-09-04 01:21:07,10,딥 워터,2026-09-09,0.8%,"5,439",126
2026-09-04 01:21:07,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"4,022","304,593"
2026-09-04 01:21:07,12,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,740","87,628"
2026-09-04 01:21:07,13,더 드라마,2026-09-09,0.5%,"3,595","1,615"
2026-09-04 01:21:07,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,448",0
2026-09-04 01:21:07,15,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.4%,"2,821","75,872"
2026-09-04 01:21:07,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,706","841,991"
2026-09-04 01:21:07,17,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-04 01:21:07,18,인 더 그레이,2026-09-02,0.3%,"2,330","4,453"
2026-09-04 01:21:07,19,타짜: 벨제붑의 노래,2026-09-23,0.3%,"2,295",0
2026-09-04 01:21:07,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"2,219","412,676"
2026-09-04 01:21:07,21,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,985","16,002"
2026-09-04 01:21:07,22,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,836","6,904"
2026-09-04 01:21:07,23,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,830","1,095,759"
2026-09-04 01:21:07,24,오크 스트리트의 마지막 날,2026-08-26,0.3%,"1,810","122,990"
2026-09-04 01:21:07,25,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,740","182,838"
2026-09-04 01:31:50,1,오디세이,2026-08-05,57.8%,"409,612","9,329,602"
2026-09-04 01:31:50,2,인턴,2026-09-16,7.0%,"49,535",0
2026-09-04 01:31:50,3,암살자(들),2026-09-23,6.7%,"47,653",145
2026-09-04 01:31:50,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.7%,"40,279","8,645,356"
2026-09-04 01:31:50,5,옵세션,2026-09-02,3.7%,"26,111","46,653"
2026-09-04 01:31:50,6,경주기행,2026-08-26,2.6%,"18,484","248,131"
2026-09-04 01:31:50,7,비광,2026-09-02,2.6%,"18,477","30,546"
2026-09-04 01:31:50,8,싱 어게인,2026-09-02,2.0%,"14,089","21,548"
2026-09-04 01:31:50,9,호프,2026-07-15,1.2%,"8,215","4,538,441"
2026-09-04 01:31:50,10,딥 워터,2026-09-09,0.8%,"5,439",126
2026-09-04 01:31:50,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"4,022","304,593"
2026-09-04 01:31:50,12,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,748","87,628"
2026-09-04 01:31:50,13,더 드라마,2026-09-09,0.5%,"3,599","1,615"
2026-09-04 01:31:50,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,452",0
2026-09-04 01:31:50,15,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.4%,"2,828","75,872"
2026-09-04 01:31:50,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,716","841,991"
2026-09-04 01:31:50,17,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-04 01:31:50,18,인 더 그레이,2026-09-02,0.3%,"2,332","4,453"
2026-09-04 01:31:50,19,타짜: 벨제붑의 노래,2026-09-23,0.3%,"2,297",0
2026-09-04 01:31:50,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"2,224","412,676"
2026-09-04 01:31:50,21,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,986","16,002"
2026-09-04 01:31:50,22,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,840","6,904"
2026-09-04 01:31:50,23,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,827","1,095,759"
2026-09-04 01:31:50,24,오크 스트리트의 마지막 날,2026-08-26,0.3%,"1,810","122,990"
2026-09-04 01:31:50,25,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,743","182,838"
2026-09-04 02:21:07,1,오디세이,2026-08-05,57.8%,"410,637","9,329,602"
2026-09-04 02:21:07,2,인턴,2026-09-16,7.0%,"49,559",0
2026-09-04 02:21:07,3,암살자(들),2026-09-23,6.7%,"47,672",145
2026-09-04 02:21:07,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.7%,"40,447","8,645,358"
2026-09-04 02:21:07,5,옵세션,2026-09-02,3.7%,"26,465","46,653"
2026-09-04 02:21:07,6,경주기행,2026-08-26,2.6%,"18,531","248,131"
2026-09-04 02:21:07,7,비광,2026-09-02,2.6%,"18,500","30,546"
2026-09-04 02:21:07,8,싱 어게인,2026-09-02,2.0%,"14,167","21,548"
2026-09-04 02:21:07,9,호프,2026-07-15,1.2%,"8,242","4,538,441"
2026-09-04 02:21:07,10,딥 워터,2026-09-09,0.8%,"5,442",126
2026-09-04 02:21:07,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"4,037","304,593"
2026-09-04 02:21:07,12,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,782","87,628"
2026-09-04 02:21:07,13,더 드라마,2026-09-09,0.5%,"3,615","1,615"
2026-09-04 02:21:07,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,485",0
2026-09-04 02:21:07,15,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.4%,"2,848","75,872"
2026-09-04 02:21:07,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,722","841,991"
2026-09-04 02:21:07,17,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-04 02:21:07,18,타짜: 벨제붑의 노래,2026-09-23,0.3%,"2,348",0
2026-09-04 02:21:07,19,인 더 그레이,2026-09-02,0.3%,"2,335","4,453"
2026-09-04 02:21:07,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"2,240","412,676"
2026-09-04 02:21:07,21,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,993","16,002"
2026-09-04 02:21:07,22,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,853","6,904"
2026-09-04 02:21:07,23,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,831","1,095,759"
2026-09-04 02:21:07,24,오크 스트리트의 마지막 날,2026-08-26,0.3%,"1,822","122,990"
2026-09-04 02:21:07,25,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.2%,"1,758","182,838"
2026-09-04 02:31:48,1,오디세이,2026-08-05,57.8%,"410,786","9,329,602"
2026-09-04 02:31:48,2,인턴,2026-09-16,7.0%,"49,559",0
2026-09-04 02:31:48,3,암살자(들),2026-09-23,6.7%,"47,674",145
2026-09-04 02:31:48,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,5.7%,"40,470","8,645,358"
2026-09-04 02:31:48,5,옵세션,2026-09-02,3.7%,"26,514","46,653"
2026-09-04 02:31:48,6,경주기행,2026-08-26,2.6%,"18,535","248,131"
2026-09-04 02:31:48,7,비광,2026-09-02,2.6%,"18,506","30,546"
2026-09-04 02:31:48,8,싱 어게인,2026-09-02,2.0%,"14,167","21,548"
2026-09-04 02:31:48,9,호프,2026-07-15,1.2%,"8,248","4,538,441"
2026-09-04 02:31:48,10,딥 워터,2026-09-09,0.8%,"5,442",126
2026-09-04 02:31:48,11,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.6%,"4,036","304,593"
2026-09-04 02:31:48,12,아이유 콘서트 : 더 골든 아워,재개봉일 : 2026-09-09 2023-09-13,0.5%,"3,788","87,628"
2026-09-04 02:31:48,13,더 드라마,2026-09-09,0.5%,"3,618","1,615"
2026-09-04 02:31:48,14,이누야샤 극장판: 시대를 초월한 마음,2026-09-09,0.5%,"3,488",0
2026-09-04 02:31:48,15,아이유 콘서트 : 더 위닝,재개봉일 : 2026-09-16 2025-01-24,0.4%,"2,851","75,872"
2026-09-04 02:31:48,16,사랑의 하츄핑: 고래보석의 전설,2026-08-05,0.4%,"2,719","841,991"
2026-09-04 02:31:48,17,포가튼 아일랜드,2026-09-23,0.4%,"2,669",0
2026-09-04 02:31:48,18,타짜: 벨제붑의 노래,2026-09-23,0.3%,"2,394",0
2026-09-04 02:31:48,19,인 더 그레이,2026-09-02,0.3%,"2,338","4,453"
2026-09-04 02:31:48,20,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.3%,"2,251","412,676"
